AT,V,AP,RH,PE
2.8231630082027146,3.984343667007772,6.932740531676045,4.083283614862676,6.130356545974601
3.159550358783386,4.273745190588392,6.914581924324414,4.544251771018675,6.077963292724599
3.2924979647388146,4.338597076746545,6.926802719235566,4.153399325003416,6.096274911460327
2.2235418856535927,3.7040143416982065,6.926567219631883,4.374750225703106,6.171491807348564
3.2449333591874905,4.11561669749764,6.926577033222725,4.103634609129194,6.100901741806357
3.4114776910697118,4.2437698090420275,6.914909625503595,4.164803025870662,6.078948728974435
3.1126260250254902,4.2181832991257,6.917289681765058,4.448399410038142,6.105730293236325
2.9590682891823996,3.822317092343653,6.9255853738795095,3.547027829873695,6.138331622917534
3.3307749173656096,4.1947930335189065,6.923677839525952,3.86974161317154,6.093140784138646
2.8338014064077703,4.196600262926448,6.922643891475888,4.4850343847481104,6.120649005488808
3.34533224882076,4.170224772557419,6.918487482311164,4.193435464866331,6.082766705514768
2.8507065015037334,3.7045067099996354,6.913379433732358,4.461415282342953,6.142273936751439
3.2108436531709366,3.903990833730882,6.911179409948831,4.224202549480315,6.091060982326444
2.2181159363675955,3.753261713043204,6.925172711019205,4.3357208817973705,6.186620061882023
3.26880819361641,4.2296036282257905,6.917755113560471,4.241902126579715,6.101080993431305
3.112181086197238,4.267176792994939,6.920395059328573,4.492673154760945,6.089044875446846
3.451256581534892,4.226103551734458,6.9230083570699374,3.5254777821724925,6.06923544540644
2.9601050959108397,3.8079949350040985,6.9265279643054205,4.162626069638506,6.125383364673769
3.2891478778535324,4.295787686556971,6.91214562728343,4.469694046425642,6.072998450089244
3.469478889078561,4.250350662548819,6.918309387920667,4.052480358123402,6.064738242778408
2.8326249356838407,3.7045067099996354,6.9148202631042555,4.509979998984343,6.144078332231665
2.2428350885882717,3.767690634538226,6.917111373906162,4.486161399405889,6.179830300886247
3.2068032436339315,4.251775570170929,6.920404933677483,4.306494572061445,6.08256131750186
2.8160073426073025,3.7164946211469094,6.921470789868078,4.589650374330055,6.1390221114655965
3.4048573424936426,4.3294166844015844,6.912056017533829,4.317621437981545,6.071730306826638
3.208017081533325,4.127456913672303,6.918408333164449,4.378269585796169,6.0940662607687015
3.3762213955919784,4.1947930335189065,6.923195463470015,3.793239469438179,6.091377753077577
2.8284963541780774,3.742420221041966,6.924651726641867,4.309052634715209,6.152541187005974
3.5380565643793527,4.273884476054178,6.9178739125033,4.060615409477973,6.071799519760256
3.494080375808869,4.238444906195857,6.92419933139807,3.750679855019383,6.066270489909225
3.327550841493857,4.330601752681694,6.911229237793638,4.289225803818339,6.083998148510915
1.8293763327993617,3.7324177561284198,6.933549723357253,4.54052499249456,6.182332809870403
2.8166056076565558,3.7556030861568446,6.931540162638058,4.218772140597153,6.138137337079281
2.930660276810276,3.948933359448243,6.924179657396279,4.508438997028319,6.128418202106719
3.3368366225017656,4.103304303593573,6.913071124804373,4.307707101681205,6.085228076920145
3.2891478778535324,4.211979438755315,6.921855403360919,4.116106054003613,6.076150305274624
3.5610460826040513,4.236133434493478,6.911448450819755,4.044628969976168,6.0592400111884945
3.0022112396517002,4.242908235180575,6.919337940225203,4.5635145107192585,6.108558456482495
2.547098670044448,3.7390971702745537,6.9299569869658235,4.351953950417589,6.1672648869116715
2.4203681286504293,3.74856245627511,6.927234324519621,4.4474631899580555,6.174369267162517
3.211649779776461,3.9104217240611723,6.919169883797391,3.816612820623488,6.104458354921205
3.4372078191851885,4.208417018481948,6.918081776699441,4.195847647552622,6.077619307306189
3.4314032237192214,4.259152536523347,6.917824414658921,4.221711158142542,6.092440464447984
3.421979920844684,4.21582445975981,6.926655538482618,4.085303817569952,6.073643433065626
3.4534735262275262,4.358885942232239,6.918190640703665,4.306629370201435,6.067174806342457
2.8437459165561094,3.948933359448243,6.922703003029258,4.616011209165967,6.122799779938004
3.486151087542319,4.316287392959792,6.913230263862406,4.235988789957173,6.069027259055773
3.4058531931983493,4.135166556742356,6.918339072521782,3.7123518102990785,6.083952566543133
2.9652730660692823,3.8057732055854356,6.921066293041809,4.3670398923655585,6.143391327331203
2.8249439525737094,3.6793340412704048,6.925251326598888,4.226979720014808,6.138978969896531
1.9892432737616872,3.7628266990660193,6.913349601538447,4.366151285515591,6.182642602415141
3.1945831322991562,4.303929948937459,6.91818074446572,4.4978076676595915,6.085660469994938
3.544431549748063,4.358885942232239,6.918081776699441,4.169915749069174,6.068495030277401
2.065596134857783,3.798854307322508,6.928410483907171,4.300952144896211,6.184148890937483
3.3467411958660964,4.2623981472183505,6.917220343597836,4.197051560414364,6.069905973414545
3.309447523052588,4.0163830207523885,6.923116686094836,4.209308814022622,6.1154063563021595
3.3170908723651555,4.10082352831981,6.9231265336061245,4.202750436065887,6.087819635350745
2.7880929087757464,3.7846440760983158,6.920710990142353,3.7478556592142334,6.14895962818563
3.1018924693823817,3.7534960971999087,6.921263629006929,3.917408477704484,6.132985810535098
3.2573270112424533,4.078384542643371,6.920365435696812,4.262257252536892,6.105127997803371
3.318902138935325,4.181133692294492,6.921322822203675,4.1301942151157975,6.093569770045136
2.9892110565637253,3.9718002094640066,6.913985828732773,4.607068383271171,6.110602220383938
1.8115620965242347,3.7324177561284198,6.933861526066616,4.583742238574471,6.17852485824911
3.4688560301359703,4.281100716083921,6.916804213600749,3.8473778119346145,6.083451027720355
2.187174241482718,3.7125959807312525,6.932028291357528,4.493568009406789,6.16650969493116
2.770711962226921,4.0809215418899605,6.928067580294015,4.408303357752101,6.130530595230979
3.3985271531062766,4.127456913672303,6.919871579260715,4.045329372736371,6.081670814994131
3.1747149290824312,4.141546163706395,6.92192442089633,4.373490303651595,6.1027375495174105
2.6063865473257097,3.686626919060642,6.921243897162692,4.336506119372072,6.164051374805039
2.339880877737743,3.7480913137457823,6.923717206892379,4.475061500641071,6.17993383448817
2.423031246069913,3.74856245627511,6.927008735904024,4.457018144964233,6.17516015945508
3.443937535338314,4.359781025726562,6.916734841762714,4.231784971343338,6.078284239060542
3.271088696315135,4.277499105319947,6.916457306276038,4.538175317163813,6.077321090867665
3.4490347110763153,4.262961527514942,6.9183489671930065,4.143610803525019,6.079292257473503
3.05305734017326,4.052306550875202,6.928831604584053,4.35799005684564,6.120605063931072
3.105035008444441,3.8705758155139725,6.922722706103923,4.152141660948318,6.124158088833448
3.139832617527748,4.329021349349984,6.918101571036281,4.463376180370204,6.095441606230976
3.0487989944906833,4.1734637666747,6.929340630007159,4.319619174545265,6.110291482156196
3.151025157960026,4.090838422892813,6.9252906320711975,4.312140507209715,6.102021537672626
2.344686269012681,3.641263600172273,6.921687769512294,4.330601752681694,6.162409130878598
3.3965197921110444,3.9180050771056933,6.912673166326087,3.9862024036023977,6.079360949014166
3.188416617383492,4.267176792994939,6.917982799137573,4.471867338673671,6.0844082927507195
3.1654750481410856,4.124550404279167,6.927704954289758,4.283310661734724,6.085842474318043
3.104586678466073,4.10082352831981,6.92247638976353,4.44886719159269,6.0985460809640415
3.041661205442391,3.8264651170664994,6.917230249344655,4.326646051321076,6.132247706993426
2.770711962226921,3.7993021353640275,6.919812300095348,4.4810798007570405,6.14534376152041
2.696652156149841,3.7324177561284198,6.9332768162122145,4.305145590337924,6.130900349348707
3.194173212227829,4.2801323269925415,6.913956014623741,4.550714000192032,6.079200661412068
3.1126260250254902,3.880119456415138,6.915604393925536,4.167285186623816,6.109691928472632
3.1625170911988163,4.08446256236765,6.92233842610688,4.514369821661595,6.101282613110069
3.044998514856909,3.830596006732417,6.922850766627472,3.66842161221154,6.120209502998544
3.0689827352935835,3.8019849002192085,6.924514062797091,4.235554730773624,6.141886856621021
2.6796507265805123,3.928486731458811,6.917606595032511,4.475061500641071,6.145943744396041
2.733067964077498,3.8251570724064843,6.933023335728855,4.414977734813568,6.158249364752807
3.3854066957558313,4.260423812914633,6.913200427218032,4.234541192715384,6.060804025186595
2.7006898466959175,3.603049197508743,6.925005632388665,4.197051560414364,6.151753492037362
3.2932409068235073,4.253340627045836,6.917616496953979,4.387387240915977,6.075529922225649
2.935982269148217,4.13147976888436,6.928635756561492,4.272211768666675,6.121549382170587
1.9851308622085946,3.7390971702745537,6.929477631054453,4.5208098373700185,6.19601633773106
2.214846178686039,3.7047528032702264,6.919891338201636,4.460837815098172,6.179561063344624
2.976039640208255,4.229894749042985,6.9128124698089,4.448399410038142,6.097107522870197
2.8466520505398383,3.8004208288468435,6.9186556534504255,4.4309358393767555,6.128832321400788
2.2679936482244267,3.7379076851812907,6.9309931754493155,4.6006600305102054,6.159433597677536
3.0218872310308424,4.212720014957422,6.922367991349983,4.412313327278754,6.1141024454905475
2.413231613081109,3.7247291070076334,6.927106824163919,4.237145360853772,6.1555584856276155
2.012232791986386,3.7201358437644907,6.919239086923422,4.420285346790972,6.189659453058227
2.6166656393003573,3.7316994512968646,6.924661559048496,4.4298639640880415,6.1605319882235205
3.209633243501268,4.14106910239497,6.918497375514039,4.022311359322269,6.101932000133953
2.7363136663750693,3.7954891891721947,6.930357904191566,4.432482078162375,6.147570457083525
3.3758795736778655,4.063713518668578,6.916705109501722,4.232656178019613,6.082196079065586
2.5847519847577165,3.7125959807312525,6.920464177723474,4.382776353564427,6.156703523920661
2.744060638625243,3.778263015248622,6.935652507399373,4.21419952403038,6.128548995148716
3.2414197893030954,3.9693480720474157,6.914532263261161,4.263665306838804,6.107356907675215
2.4203681286504293,3.7438410121879104,6.916159861325948,4.595927604621159,6.167579381992415
3.133753571451366,3.9594789465844413,6.916001187835988,4.510419849442281,6.095531726767254
2.3813962734183356,3.7047528032702264,6.919476318432833,4.251633170740286,6.171554448944692
2.9745086371023644,3.8199077165203406,6.925212019581598,3.8948768465931756,6.131356915759873
3.071303460401065,3.8264651170664994,6.917101466981717,4.1540275643832745,6.125077186431902
2.262804222982201,3.7386215460087504,6.933237823396636,4.570578741218473,6.162514483863872
2.3969857684155302,3.795938526407344,6.931422976282321,4.611847840741332,6.162556621950388
2.706048198431537,3.971234865059992,6.9207208613721605,4.458524605646606,6.141262912196376
2.876948737564024,3.7993021353640275,6.9199506126820145,4.27039650600246,6.138676926788369
3.2801590532850993,3.8714093225428488,6.92313638102044,4.167130231947748,6.1211541946709325
2.9090844668283187,3.860308569741467,6.915902004117906,4.4326009206368155,6.1160245670433895
3.0022112396517002,4.2174467593560845,6.921608873270673,4.27999390910873,6.118779784409519
2.6210388241125804,3.7290612437467683,6.928968675381334,4.432838563223485,6.14831871208097
3.4164143474670157,3.9180050771056933,6.912623410378997,4.009149716158869,6.080779518784841
2.808800104202353,3.984343667007772,6.932740531676045,4.109725664260403,6.130943840846125
2.7212954278522306,3.7846440760983158,6.920849178493295,4.061649179383958,6.156279588522065
2.711377991194885,3.7220724214697003,6.9201975518720245,4.2078220459818745,6.166551665006503
3.507057772361633,4.3688147407016515,6.923392379761536,4.125197025704866,6.072399164603981
3.1095072878128356,4.05871738457895,6.915753210093199,4.387138546560058,6.092237053930959
2.4518667957098,3.6506582412937387,6.9175075704248155,4.616406817914079,6.1609963289735425
3.0022112396517002,3.732657076459824,6.913210372865072,4.529368472571809,6.128679771086129
2.905807566026004,3.8079949350040985,6.926724225529739,4.218477763203211,6.137835039616278
3.2499868198932536,3.947003974323392,6.917487764326517,4.141228148120951,6.100991371635224
3.389799336709786,3.9328055446106744,6.914810333455814,3.8865000481970604,6.079795885897947
2.6326080059353516,3.741471904233107,6.9205727826927514,4.501918556177617,6.160595320114315
2.9079933592459843,3.7999735016195233,6.923756572709077,4.137723285524046,6.143112096717122
2.9826470340053355,4.097838451476356,6.926871396174367,4.527749039019507,6.110957231592707
3.3210713371828704,4.267737488271754,6.915544861256967,4.23830059563929,6.077733982260158
2.5862591440482876,3.7268975213014572,6.914452800429858,4.600760477499391,6.160088552646387
2.738256043159276,3.8238473145244205,6.916358167789405,4.219948784356969,6.131900175549194
3.451256581534892,4.26507138131118,6.908175190806825,4.179298268102264,6.0767703036870815
3.3527071725017215,4.211831257677767,6.913558408209087,3.955657042448207,6.078421755963878
3.501645852958961,4.306898911982042,6.910182331306406,4.260706099437326,6.067591907495533
3.3043193066856684,4.108740442505833,6.921589148237633,4.21390379727974,6.105150311511799
2.540814281726296,3.6044102974874863,6.927577513929223,4.036008985209137,6.1585032470374195
2.7555697170701863,3.709172157381699,6.921332687395824,4.404521712501253,6.1557282036839025
2.5922651681085,3.892636291627956,6.921460926038249,4.549551762225079,6.151391369998279
2.3532782073095637,3.7367167835280966,6.9319404457704925,4.471524501118173,6.183303172593776
3.343568268825519,4.309724722918476,6.920740603539456,4.469350462845556,6.072445276240261
3.2112467977037094,4.306359755748467,6.920799827702932,4.467401256243195,6.084749951163965
2.188295946591918,3.767690634538226,6.917259965996383,4.414977734813568,6.1856940882575495
3.201933104137889,4.091340053201802,6.918378650619268,4.411342689007935,6.100341373293369
3.0809921175048145,4.124550404279167,6.927224517377079,4.399375273008495,6.102155828950609
3.0291670496402285,4.2381562642541795,6.911368742551972,4.284551613290046,6.116929115217096
2.716018370751387,3.735763040012787,6.9309443227548355,4.307841736484505,6.132877300058306
3.176803048446293,4.14946386144318,6.918942468372702,4.333098961050458,6.100991371635224
2.065596134857783,3.6980869348648495,6.92874347772048,4.319752215189378,6.190110466821792
3.043569602968151,4.052306550875202,6.928753269977743,4.311201728893603,6.12225155234404
3.122805356117467,4.115290326737563,6.924356709479563,4.508218659911641,6.091739653965922
3.1788868166518376,4.097838451476356,6.920414807928892,4.432957363342425,6.090178020044014
3.3572454941329726,4.25575454373095,6.9183489671930065,4.083957469335614,6.077733982260158
2.4388627112865935,3.6506582412937387,6.921776520344391,4.353369925424077,6.159433597677536
3.3386125064705343,4.1535564218539465,6.918586409935795,3.985830932572866,6.093930878652472
3.279406324608233,3.9328055446106744,6.914403132953601,4.252629541187814,6.094675253581109
3.029650491757452,3.7067193722422673,6.910242184068629,4.116432158686106,6.125886168361387
3.477232067938153,4.35491234218231,6.906093899655471,4.157945143631696,6.068495030277401
2.719319793360441,3.7534960971999087,6.922052583682961,4.300952144896211,6.157868420429562
2.8094026953624973,3.800197190245889,6.933306059826143,4.3990066547085656,6.1406170425104225
3.269568939183719,4.284689401784925,6.918873244715984,4.481419378551917,6.075277063193212
2.0906287310704004,3.6980869348648495,6.928606376049584,4.307572448748934,6.1903154058531475
1.9558604799084813,3.740997408376043,6.93592476705898,4.477109515920573,6.176262202504704
2.3850863145057892,3.6732580732109796,6.926792907859275,4.458408804592688,6.174952090541906
2.7555697170701863,3.7220724214697003,6.919832060207586,4.192680462942962,6.15492178625554
3.4756862336528944,4.321878461837604,6.9215792855752065,3.6238074573702215,6.06510991227559
1.965712776351493,3.676300671907076,6.921066293041809,4.335328031664641,6.194935862624671
3.3645333972905638,4.251775570170929,6.921865263300478,3.816172679771312,6.07906325158705
3.282038399825841,4.0920085024245525,6.923490823368195,3.984343667007772,6.097714666950641
2.854744580253014,3.6373229671995344,6.915098253237396,4.512067567725767,6.1415211433146615
3.377928754722801,4.200354866721424,6.923303772228853,4.099166252501314,6.105373421215765
3.2363227384719213,4.260423812914633,6.914075265726955,4.3990066547085656,6.066803903653797
2.512035317176253,3.7495040759303713,6.922230012736449,4.49647076906475,6.165438862414108
3.2136622578153133,4.1734637666747,6.927577513929223,3.8128654338949275,6.100565558381516
3.0973859272804907,3.907613296939446,6.928919723681966,4.468204330914934,6.112243091744164
3.1458749319837103,4.112020747235043,6.924543563787836,4.1470951276076295,6.102871744682113
3.1809662517949806,4.269277781231888,6.917349110653458,4.435211888177536,6.086865631871235
3.2939832973550063,4.096675177560383,6.925025290147091,4.219948784356969,6.085546700469121
2.8587664184808337,3.8057732055854356,6.9223088599896485,4.347823313332383,6.151817382316478
3.0754672415728446,3.750444809772091,6.92331361789799,4.390738575275903,6.136754659217328
2.773213527008623,3.7017956793804827,6.926115690314069,4.290459441148391,6.150645411460294
3.068517943279639,4.172231100879172,6.929174246355437,4.335458998857547,6.105194937435004
3.2228678461377385,3.9860166853364722,6.915197516702566,3.8832119235740263,6.099623643084247
2.339880877737743,3.7247291070076334,6.927842179594319,4.3408139388398075,6.163525308192876
3.3495531485098167,4.289637185380534,6.9169627597330505,4.23830059563929,6.062086091586753
3.521643534738023,4.236133434493478,6.9123347770557695,3.803992261214441,6.054861792237774
3.0832851705618527,3.8238473145244205,6.917220343597836,3.6082115510464816,6.13469871519389
3.3908102887756684,4.223177434065069,6.926292399980548,3.8199077165203406,6.080413628867886
2.336986519711378,3.8073289343134804,6.919703612497978,4.4898715616246285,6.168040462605857
2.9107188992270343,3.743130868945852,6.907545256929049,4.240463070352095,6.1357380362644065
2.7625383863862796,3.749033376933683,6.925850567251229,4.165424143903053,6.134048590563775
3.3631493140246254,4.24763773163523,6.916397824363479,4.339640918177444,6.077733982260158
2.935451342669061,3.8004208288468435,6.917349110653458,4.378520495344594,6.119989679296268
2.1564025828159643,3.767690634538226,6.91717081339183,4.446057214331018,6.185755846515162
3.283539338193923,4.327834405590455,6.918932579572262,4.246636372564359,6.090132718904683
3.1822118404966093,3.9569963710708773,6.920602400182869,4.395066248181685,6.116267331022821
3.3368366225017656,4.254903238344689,6.9225453644547725,3.9543159176183975,6.076425907582242
3.3304171996011083,4.273884476054178,6.918428121038441,4.43022138352355,6.081762185088762
3.0155349008501706,3.77138067562568,6.921845543324141,4.0881588031350145,6.132877300058306
2.6741486494265287,3.826900752011311,6.932321054260704,4.479266769098936,6.152413494829074
2.5626389983283526,3.7386215460087504,6.934806084458451,4.273187854639731,6.152328357651745
2.9502117582521814,4.093510881473524,6.925212019581598,4.501696777511816,6.1209345785590115
3.2228678461377385,4.280685807012206,6.916675376356696,4.227709274289524,6.095374010498493
3.058237478905388,4.193737306100135,6.921825822958919,4.3299435548036564,6.101484192146532
3.1276373444339294,4.193737306100135,6.922505950928045,4.301494223781961,6.1057525935095045
3.416085994155906,4.338597076746545,6.926694788801531,3.945070859474346,6.082926422587722
2.4740142086215764,3.6732580732109796,6.929369988954545,4.259576474917317,6.169673492028311
2.9101743851923443,3.7020424406402173,6.916992484334619,4.246636372564359,6.125929878475914
3.256942025674657,4.093510881473524,6.925781820166815,4.0472529546882505,6.089112900343984
2.6892071133007303,3.830596006732417,6.921608873270673,4.481985085417713,6.146843044287495
3.3138223021771545,4.140910031369422,6.9212142986662935,4.32068300443283,6.089520952580332
2.224623551524334,3.7438410121879104,6.929115516103468,4.530877581406236,6.165774933328233
2.624668592163159,3.8264651170664994,6.916298679979431,4.213607983048918,6.1483614526032655
2.89480635496403,3.7164946211469094,6.92083930853006,4.412798293340635,6.1286361810072245
3.4781584227982836,4.277499105319947,6.917151000622499,4.327702435943282,6.073827637533105
2.225704048658088,3.822317092343653,6.929369988954545,4.24592050167689,6.186599494002879
3.100992784211484,4.096841442420688,6.92331361789799,4.106108429142343,6.1135936803410456
3.299533727885655,4.157475843662191,6.921105763350275,4.12568171753114,6.102670445181327
3.0402275134405423,3.9548909056553216,6.9167150203536085,4.513383790357383,6.109758563302682
2.7447035187502458,3.7302612918927056,6.924100957518223,4.313881617942199,6.15339205174855
2.4176979000945504,3.755135249891002,6.931129950298588,4.437697832044343,6.173806937018259
3.405189402931693,4.231639696410273,6.916764573139725,3.8682800824802275,6.071799519760256
2.8887037007954675,3.6928714753834737,6.914432933735378,4.250350662548819,6.130334787687412
3.3028492586443794,3.9180050771056933,6.912434315198868,4.202899968776446,6.089339616586908
3.204776900488699,4.205438609727688,6.928145968629871,4.372102553476188,6.095599311839989
3.4187098067467865,4.275832438267478,6.915941678785636,4.272211768666675,6.071730306826638
3.029650491757452,4.054390246715068,6.929360202734522,4.292375412721235,6.12264630650505
3.547027829873695,4.2623981472183505,6.921746937608874,3.775515760773483,6.070714633047582
3.500741011998417,4.331785418237135,6.914085202677007,3.930255773689206,6.087274601953958
3.410487428569248,4.358885942232239,6.918101571036281,4.3476939555933765,6.073367062727616
2.080690761080268,3.6584202466292277,6.929976547633234,4.1563799531415535,6.184045792839552
3.4490347110763153,4.237578730308009,6.918250016074778,4.1893516658004355,6.061317049006815
3.40552135314221,3.8903907053010323,6.911249168236393,3.914021008090819,6.079040348113738
2.554121718809473,3.709906821306012,6.921658184151129,4.218330542003092,6.172305842188285
3.3017453026904953,3.977061401607368,6.92226943714016,4.086312390524837,6.118273393971678
2.4475508632442313,3.6921241842788253,6.918883134103188,4.478699521934143,6.140186230854613
2.2596775919827694,3.7309806301325716,6.930533865871476,4.4835673642288425,6.1778611230550755
2.725235025856311,3.735763040012787,6.93056318980812,4.316954637930166,6.134221998462939
3.1978564576441255,4.3130784050476105,6.915792890664605,4.494126887194767,6.082652606271123
1.8779371654691073,3.8473778119346145,6.9173986320293706,4.573782712746459,6.171742350192701
2.8892600290434745,3.806440242853081,6.930152576424176,4.408790271943096,6.12483655203096
3.436564525499447,4.223177434065069,6.926184414450504,3.9906493258833358,6.0753690193302
2.453587966530573,3.7040143416982065,6.928537818164665,4.2961963780686885,6.1695898117705275
3.445533195482207,4.329021349349984,6.917666005090652,4.14106910239497,6.078352999876072
3.4196919642983197,4.268297869345539,6.915217368213267,4.43022138352355,6.0726988522394985
3.041661205442391,4.052306550875202,6.929007835015589,4.349374302398632,6.119857761876381
3.351656936102019,4.189048497691398,6.908485012661738,4.066287964439575,6.06918918551838
3.479392229247212,4.391234115424795,6.915673844226433,4.060270581888349,6.070021536263528
3.2714682749873716,4.321878461837604,6.923914020481024,4.367420482284519,6.07915486023497
1.631199404215613,3.6747805297344347,6.924514062797091,4.416307281150715,6.192464733736502
3.4528406148139936,4.2632430986839145,6.918972134187302,3.9427461780709865,6.064087488577834
2.7107133185216936,3.9078141606540915,6.926204049050597,4.334017415487521,6.14223093524638
2.801540544189549,3.8264651170664994,6.930093903603365,4.4157031610332655,6.145493790990766
2.269028309465203,3.732178378509084,6.920483924958861,4.504244267398131,6.174265155804915
2.4449523342809676,3.6506582412937387,6.917259965996383,4.614229030476437,6.159771692516358
2.196112848483529,3.746676552840153,6.930445888901835,4.379147493923038,6.191482757020455
3.1480240838962494,3.8288587641673772,6.921066293041809,3.9623358193017353,6.109425344741546
2.3085671646715933,3.6189933266497696,6.923766413921121,4.089499510558901,6.170405395742459
2.402430427963762,3.641263600172273,6.921303091527405,4.343415735546226,6.163651589421339
3.0478502278160975,3.916214210046614,6.921007084657885,4.056988775678332,6.120846718607718
3.4547381485901854,4.290185431008302,6.913657824634751,4.164958341550092,6.065760001685776
2.733067964077498,3.731220294603461,6.92606659875339,4.517867857585295,6.139841447848999
3.358985532852846,4.290048397777529,6.917240154993351,4.476995847264583,6.0754379808841605
2.8735646395797834,3.727138166231027,6.927597121195676,3.949318790171843,6.156639945066966
1.8484548129046003,3.59922823216129,6.935487170720027,4.404399485525607,6.193690850166804
2.531313022602156,3.746676552840153,6.930211245802688,4.135006543940991,6.1631884802666566
3.4522073025699003,4.304470416455007,6.922397555719007,4.313212318673522,6.083177355031181
2.833213344056216,3.729541435832826,6.924730383188098,4.50236196600641,6.127131158529515
2.8094026953624973,3.7386215460087504,6.933890752586763,4.180980868881647,6.127938481207854
3.1406980438041767,3.8903907053010323,6.914234245079846,4.448165437177926,6.0967475597625285
3.1059310658520665,4.085303817569952,6.9247795403879175,4.391110253406924,6.100924150016726
3.204776900488699,4.109561528026961,6.918883134103188,4.505681287487349,6.081625126815939
2.0541237336955462,3.6980869348648495,6.928772854204607,4.307976353163715,6.190991406821195
3.4766140209469096,4.281100716083921,6.914720962182661,4.148674906767148,6.0763340485857364
3.218475744846861,4.2358441244958005,6.9215792855752065,4.272211768666675,6.082538494007354
3.315276319154516,4.01096295328305,6.921559559958534,4.215529213226812,6.088954168385239
3.4840054928494704,4.154184562578117,6.918002595433687,3.934957976710642,6.094878168797064
3.221272949467922,4.261834449345476,6.914204438376316,4.1183865567023386,6.081944900236357
3.342154841028372,3.826247228406742,6.917725411619447,3.929862923556477,6.093434320691699
3.206398303357088,4.290048397777529,6.918319282885614,4.543613880288985,6.085910717399927
2.522523513359307,3.6913763343125234,6.918863355230978,4.6166045636137545,6.156025140989894
3.1616703510974213,3.9180050771056933,6.912255139407029,4.431054865741236,6.093027862517423
3.1285133847878095,3.830596006732417,6.922584776428135,3.8524852927119495,6.113416657858728
2.322387720290225,3.709172157381699,6.921845543324141,4.524502282920636,6.181857608158999
2.9311937524164198,3.917010546939185,6.929379775078799,4.169297415458502,6.121198112106161
2.143589361503588,3.798854307322508,6.9271460567740695,4.18737942818929,6.174098555083981
2.876948737564024,3.830596006732417,6.922919715501909,4.072610070076094,6.130508840730516
3.165053018170694,4.191471272952824,6.9249564863019115,4.29073337622749,6.104592319376169
2.558002204858551,3.816612820623488,6.929898302667769,4.448399410038142,6.147442128562335
3.318902138935325,4.134686441505479,6.916893398893162,4.248495242049359,6.098433768105225
2.0438143640366846,3.709906821306012,6.9205135450808,4.450385972187225,6.1945890477081536
